open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
4.6,4.63,4.61,4.59,1182888.88,0.0,0.0,4.634,4.628,4.586,1779873.0,1736026.85,1928762.92
4.67,4.67,4.61,4.59,1832426.25,-0.07,-1.5,4.642,4.625,4.585,1858676.87,1994068.16,1978487.86
4.67,4.71,4.68,4.66,2156890.0,0.02,0.43,4.652,4.623,4.583,1960058.12,1939747.64,1988920.83
4.62,4.67,4.66,4.6,2232739.25,0.05,1.08,4.634,4.615,4.575,1740668.9,1963386.04,1976000.13
4.65,4.66,4.61,4.6,1494420.62,-0.04,-0.86,4.626,4.601,4.568,1646926.03,1994688.31,1954605.2
4.66,4.68,4.65,4.63,1576908.25,-0.01,-0.21,4.622,4.58,4.565,1692180.7,2029160.73,1996440.16
4.59,4.67,4.66,4.57,2339332.5,0.07,1.52,4.608,4.556,4.556,2129459.45,2038393.35,2038393.35
4.62,4.63,4.59,4.58,1059943.88,-0.03,-0.65,4.594,4.544,4.544,1919437.15,2004955.67,2004955.67
4.59,4.63,4.62,4.56,1764024.88,0.03,0.65,4.596,4.539,4.539,2186103.18,2123082.14,2123082.14
4.58,4.63,4.59,4.58,1720694.0,0.01,0.22,4.576,4.527,4.527,2342450.6,2174376.04,2174376.04
4.6,4.67,4.58,4.58,3763302.0,-0.01,-0.22,4.538,4.517,4.517,2366140.75,2249989.71,2249989.71
4.59,4.6,4.59,4.56,1289221.0,-0.01,-0.22,4.504,4.504,4.504,1947327.25,1947327.25,1947327.25
4.54,4.61,4.6,4.51,2393274.0,0.08,1.77,4.483,4.483,4.483,2111853.81,2111853.81,2111853.81
4.37,4.52,4.52,4.36,2545762.0,0.12,2.73,4.443,4.443,4.443,2018047.08,2018047.08,2018047.08
4.42,4.48,4.4,4.39,1839144.75,-0.01,-0.23,4.405,4.405,4.405,1754189.63,1754189.63,1754189.63
4.46,4.46,4.41,4.41,1669234.5,-0.04,-0.9,4.41,4.41,4.41,1669234.5,1669234.5,1669234.5
